date,value
2023-12-14,8.6
2023-12-15,5.7
2023-12-16,0.6
2023-12-17,1.9
2023-12-18,1.9
2023-12-19,13.1
2023-12-20,10.5
2023-12-21,3.5
2023-12-22,11.0
2023-12-23,4.4
2023-12-24,13.2
2023-12-25,4.2
2023-12-26,6.8
2023-12-27,6.9
2023-12-28,1.6
2023-12-29,6.0
2023-12-30,2.7
2023-12-31,9.3
2024-01-01,2.7
2024-01-02,3.5
2024-01-03,9.6
2024-01-04,4.6
2024-01-05,3.2
2024-01-06,1.4
2024-01-07,8.8
2024-01-08,3.7
2024-01-09,1.3
2024-01-10,5.6
2024-01-11,3.7
2024-01-12,3.2
2024-01-13,16.2
2024-01-14,3.3
2024-01-15,4.7
2024-01-16,1.6
2024-01-17,12.3
2024-01-18,10.2
2024-01-19,24.3
2024-01-20,9.1
2024-01-21,1.1
2024-01-22,0.1
2024-01-23,0.5
2024-01-24,4.4
2024-01-25,1.0
2024-01-26,0.6
2024-01-27,1.8
2024-01-28,0.7
2024-01-29,1.5
2024-01-30,3.4
2024-01-31,1.9
2024-02-01,12.0
2024-02-02,18.1
2024-02-03,26.6
2024-02-04,0.8
2024-02-05,7.2
2024-02-06,12.5
2024-02-07,23.8
2024-02-08,4.3
2024-02-09,17.3
2024-02-10,11.2
2024-02-11,1.0
2024-02-12,0.3
2024-02-13,2.8
2024-02-14,2.1
2024-02-15,1.8
2024-02-16,1.1
2024-02-17,1.2
2024-02-18,1.7
2024-02-19,15.2
2024-02-20,1.7
2024-02-21,0.6
2024-02-22,1.7
2024-02-23,0.8
2024-02-24,2.3
2024-02-25,15.1
2024-02-26,2.7
2024-02-27,1.2
2024-02-28,3.5
2024-02-29,1.8
2024-03-01,16.1
2024-03-02,8.7
2024-03-03,1.5
2024-03-04,5.0
2024-03-05,2.3
2024-03-06,8.1
2024-03-07,0.9
2024-03-08,2.3
2024-03-09,1.2
2024-03-10,4.8
2024-03-11,2.5
2024-03-12,0.0
2024-03-13,0.7
2024-03-14,5.9
2024-03-15,1.3
2024-03-16,4.4
2024-03-17,0.8
2024-03-18,0.7
2024-03-19,1.2
2024-03-20,0.0
2024-03-21,1.4
2024-03-22,0.6
2024-03-23,7.5
2024-03-24,1.5
2024-03-25,4.1
2024-03-26,1.4
2024-03-27,9.5
2024-03-28,6.0
2024-03-29,7.8
2024-03-30,5.6
2024-03-31,0.6
2024-04-01,11.6
2024-04-02,2.7
2024-04-03,1.3
2024-04-04,1.9
2024-04-05,0.3
2024-04-06,21.2
2024-04-07,41.5
2024-04-08,3.4
2024-04-09,3.5
2024-04-10,2.1
2024-04-11,2.4
2024-04-12,3.5
2024-04-13,2.3
2024-04-14,2.9
2024-04-15,0.9
2024-04-16,2.8
2024-04-17,4.7
2024-04-18,11.0
2024-04-19,1.7
2024-04-20,1.9
2024-04-21,2.1
2024-04-22,23.3
2024-04-23,4.0
2024-04-24,6.7
2024-04-25,3.4
2024-04-26,0.7
2024-04-27,2.2
2024-04-28,3.5
2024-04-29,4.9
2024-04-30,3.4
2024-05-01,4.1
2024-05-02,6.5
2024-05-03,5.9
2024-05-04,14.2
2024-05-05,9.9
2024-05-06,1.4
2024-05-07,3.1
2024-05-08,11.5
2024-05-09,6.2
2024-05-10,2.5
2024-05-11,0.9
2024-05-12,1.4
2024-05-13,0.8
2024-05-14,1.2
2024-05-15,17.0
2024-05-16,1.3
2024-05-17,8.8
2024-05-18,7.2
2024-05-19,1.5
2024-05-20,4.7
2024-05-21,2.3
2024-05-22,2.5
2024-05-23,3.0
2024-05-24,5.0
2024-05-25,2.7
2024-05-26,8.7
2024-05-27,6.3
2024-05-28,16.8
2024-05-29,1.6
2024-05-30,11.1
2024-05-31,4.3
2024-06-01,2.9
2024-06-02,54.2
2024-06-03,5.9
2024-06-04,20.1
2024-06-05,18.7
2024-06-06,11.1
2024-06-07,0.3
2024-06-08,5.8
2024-06-09,0.6
2024-06-10,0.0
2024-06-11,6.2
2024-06-12,13.6
2024-06-13,16.1
2024-06-14,1.9
2024-06-15,0.3
2024-06-16,17.5
2024-06-17,12.4
2024-06-18,0.7
2024-06-19,7.0
2024-06-20,13.8
2024-06-21,0.9
2024-06-22,5.3
2024-06-23,27.3
2024-06-24,2.3
2024-06-25,10.4
2024-06-26,9.1
2024-06-27,6.6
2024-06-28,3.8
2024-06-29,1.3
2024-06-30,14.5
2024-07-01,4.7
2024-07-02,16.0
2024-07-03,10.1
2024-07-04,3.2
2024-07-05,10.7
2024-07-06,0.6
2024-07-07,0.8
2024-07-08,1.4
2024-07-09,11.4
2024-07-10,21.1
2024-07-11,16.2
2024-07-12,10.2
2024-07-13,3.4
2024-07-14,0.2
2024-07-15,2.5
2024-07-16,4.4
2024-07-17,30.7
2024-07-18,7.0
2024-07-19,0.6
2024-07-20,0.5
2024-07-21,0.2
2024-07-22,0.2
2024-07-23,0.8
2024-07-24,1.2
2024-07-25,0.8
2024-07-26,0.9
2024-07-27,0.8
2024-07-28,0.3
2024-07-29,1.1
2024-07-30,4.5
2024-07-31,4.2
2024-08-01,2.5
2024-08-02,6.9
2024-08-03,1.2
2024-08-04,0.0
2024-08-05,1.7
2024-08-06,5.3
2024-08-07,1.2
2024-08-08,5.8
2024-08-09,0.2
2024-08-10,0.0
2024-08-11,0.5
2024-08-12,3.9
2024-08-13,11.2
2024-08-14,1.6
2024-08-15,2.1
2024-08-16,1.1
2024-08-17,2.0
2024-08-18,0.6
2024-08-19,1.0
2024-08-20,16.1
2024-08-21,8.6
2024-08-22,10.4
2024-08-23,4.1
2024-08-24,10.6
2024-08-25,14.5
2024-08-26,3.5
2024-08-27,11.8
2024-08-28,0.7
2024-08-29,7.7
2024-08-30,2.2
2024-08-31,1.9
2024-09-01,10.4
2024-09-02,0.2
2024-09-03,10.8
2024-09-04,3.8
2024-09-05,4.6
2024-09-06,0.8
2024-09-07,0.9
2024-09-08,2.5
2024-09-09,0.2
2024-09-10,1.0
2024-09-11,3.0
2024-09-12,1.4
2024-09-13,0.2
2024-09-14,0.0
2024-09-15,0.0
2024-09-16,0.0
2024-09-17,5.9
2024-09-18,8.7
2024-09-19,0.4
2024-09-20,13.4
2024-09-21,5.1
2024-09-22,0.1
2024-09-23,0.0
2024-09-24,4.8
2024-09-25,10.0
2024-09-26,0.4
2024-09-27,2.2
2024-09-28,0.5
2024-09-29,0.0
2024-09-30,3.7
2024-10-01,7.8
2024-10-02,4.3
2024-10-03,3.7
2024-10-04,0.9
2024-10-05,0.6
2024-10-06,1.2
2024-10-07,5.0
2024-10-08,8.2
2024-10-09,3.0
2024-10-10,4.1
2024-10-11,0.7
2024-10-12,0.8
2024-10-13,4.2
2024-10-14,0.0
2024-10-15,4.4
2024-10-16,3.1
2024-10-17,8.0
2024-10-18,17.6
2024-10-19,10.2
2024-10-20,5.6
2024-10-21,5.1
2024-10-22,0.3
2024-10-23,0.0
2024-10-24,0.1
2024-10-25,0.0
2024-10-26,8.3
2024-10-27,2.0
2024-10-28,0.7
2024-10-29,0.9
2024-10-30,9.9
2024-10-31,5.3
2024-11-01,0.3
2024-11-02,11.4
2024-11-03,5.4
2024-11-04,2.6
2024-11-05,1.5
2024-11-06,8.1
2024-11-07,4.2
2024-11-08,1.9
2024-11-09,4.9
2024-11-10,1.5
2024-11-11,1.5
2024-11-12,0.1
2024-11-13,1.1
2024-11-14,1.8
2024-11-15,2.1
2024-11-16,0.5
2024-11-17,5.3
2024-11-18,16.0
2024-11-19,10.9
2024-11-20,5.2
2024-11-21,1.9
2024-11-22,16.4
2024-11-23,9.7
2024-11-24,14.1
2024-11-25,12.0
2024-11-26,25.1
2024-11-27,10.8
2024-11-28,6.0
2024-11-29,24.5
2024-11-30,1.4
2024-12-01,0.2
2024-12-02,20.7
2024-12-03,5.1
2024-12-04,6.3
2024-12-05,0.7
2024-12-06,2.2
2024-12-07,4.5
2024-12-08,11.6
2024-12-09,3.2
2024-12-10,3.9
2024-12-11,31.3
2024-12-12,14.2
2024-12-13,15.5
2024-12-14,6.8
2024-12-15,0.7
2024-12-16,2.0
2024-12-17,12.3
2024-12-18,3.9
2024-12-19,7.9
2024-12-20,6.1
2024-12-21,18.3
2024-12-22,11.6
2024-12-23,0.6
2024-12-24,2.7
2024-12-25,3.4
2024-12-26,5.4
2024-12-27,4.1
2024-12-28,0.9
2024-12-29,8.4
2024-12-30,6.4
2024-12-31,4.5
2025-01-01,2.6
2025-01-02,3.5
2025-01-03,8.5
2025-01-04,4.8
2025-01-05,2.9
2025-01-06,1.6
2025-01-07,3.3
2025-01-08,14.1
2025-01-09,2.1
2025-01-10,6.0
2025-01-11,20.0
2025-01-12,1.1
2025-01-13,4.7
2025-01-14,9.0
2025-01-15,6.2
2025-01-16,18.7
2025-01-17,4.5
2025-01-18,1.5
2025-01-19,1.4
2025-01-20,1.3
2025-01-21,17.2
2025-01-22,13.2
2025-01-23,5.5
2025-01-24,19.2
2025-01-25,4.5
2025-01-26,7.0
2025-01-27,4.3
2025-01-28,13.8
2025-01-29,59.9
2025-01-30,8.7
2025-01-31,2.8
2025-02-01,14.9
2025-02-02,1.9
2025-02-03,3.1
2025-02-04,13.5
2025-02-05,1.3
2025-02-06,9.5
2025-02-07,44.0
2025-02-08,16.1
2025-02-09,3.3
2025-02-10,13.5
2025-02-11,4.2
2025-02-12,2.8
2025-02-13,2.5
2025-02-14,0.0
2025-02-15,1.5
2025-02-16,2.7
2025-02-17,24.0
2025-02-18,7.5
2025-02-19,10.7
2025-02-20,8.0
2025-02-21,1.2
2025-02-22,19.8
2025-02-23,2.4
2025-02-24,3.1
2025-02-25,6.6
2025-02-26,6.0
2025-02-27,2.4
2025-02-28,2.4
2025-03-01,10.2
2025-03-02,0.3
2025-03-03,0.3
2025-03-04,1.3
2025-03-05,7.5
2025-03-06,22.5
2025-03-07,4.2
2025-03-08,7.7
2025-03-09,2.0
2025-03-10,8.8
2025-03-11,10.4
2025-03-12,2.4
2025-03-13,0.7
2025-03-14,2.5
2025-03-15,3.8
2025-03-16,18.3
2025-03-17,7.6
2025-03-18,4.6
2025-03-19,21.1
2025-03-20,52.5
2025-03-21,22.3
2025-03-22,43.1
2025-03-23,13.7
2025-03-24,19.9
2025-03-25,4.4
2025-03-26,9.5
2025-03-27,19.2
2025-03-28,3.9
2025-03-29,8.4
2025-03-30,6.3
2025-03-31,9.6
2025-04-01,5.7
2025-04-02,11.2
2025-04-03,0.8
2025-04-04,10.5
2025-04-05,3.6
2025-04-06,19.2
2025-04-07,0.0
2025-04-08,10.2
2025-04-09,4.0
2025-04-10,8.0
2025-04-11,8.3
2025-04-12,3.5
2025-04-13,6.2
2025-04-14,7.3
2025-04-15,13.8
2025-04-16,8.9
2025-04-17,2.2
2025-04-18,0.5
2025-04-19,2.5
2025-04-20,0.9
2025-04-21,7.4
2025-04-22,5.1
2025-04-23,2.9
2025-04-24,2.3
2025-04-25,4.6
2025-04-26,4.8
2025-04-27,11.8
2025-04-28,10.3
2025-04-29,10.6
2025-04-30,10.7
2025-05-01,3.7
2025-05-02,13.3
2025-05-03,9.8
2025-05-04,8.6
2025-05-05,8.7
2025-05-06,1.8
2025-05-07,5.3
2025-05-08,6.3
2025-05-09,1.3
2025-05-10,4.2
2025-05-11,10.2
2025-05-12,6.8
2025-05-13,7.0
2025-05-14,21.8
2025-05-15,1.0
2025-05-16,20.0
2025-05-17,2.1
2025-05-18,10.3
2025-05-19,5.8
2025-05-20,3.9
2025-05-21,2.1
2025-05-22,2.8
2025-05-23,4.6
2025-05-24,6.2
2025-05-25,16.7
2025-05-26,2.8
2025-05-27,6.6
2025-05-28,4.5
2025-05-29,14.6
2025-05-30,2.1
2025-05-31,13.2
2025-06-01,6.3
2025-06-02,5.1
2025-06-03,2.8
2025-06-04,8.4
2025-06-05,19.5
2025-06-06,8.8
2025-06-07,15.2
2025-06-08,15.2
2025-06-09,0.9
2025-06-10,1.7
2025-06-11,7.0
2025-06-12,2.3
2025-06-13,0.2
2025-06-14,3.5
2025-06-15,13.6
2025-06-16,1.2
2025-06-17,0.1
2025-06-18,5.1
2025-06-19,16.1
2025-06-20,8.2
2025-06-21,16.5
2025-06-22,1.0
2025-06-23,0.5
2025-06-24,3.5
2025-06-25,0.5
2025-06-26,0.2
2025-06-27,0.0
2025-06-28,0.4
2025-06-29,10.2
2025-06-30,1.6
2025-07-01,1.7
2025-07-02,11.2
2025-07-03,0.5
2025-07-04,0.0
2025-07-05,7.7
2025-07-06,8.2
2025-07-07,17.2
2025-07-08,0.9
2025-07-09,0.0
2025-07-10,0.9
2025-07-11,2.5
2025-07-12,8.3
2025-07-13,1.6
2025-07-14,9.4
2025-07-15,10.7
2025-07-16,10.5
2025-07-17,0.6
2025-07-18,0.0
2025-07-19,0.0
2025-07-20,0.1
2025-07-21,14.2
2025-07-22,0.3
2025-07-23,1.1
2025-07-24,0.6
2025-07-25,7.1
2025-07-26,0.0
2025-07-27,0.1
2025-07-28,0.0
2025-07-29,0.0
2025-07-30,0.2
2025-07-31,0.0
2025-08-01,0.6
2025-08-02,0.1
2025-08-03,7.4
2025-08-04,1.6
2025-08-05,11.0
2025-08-06,21.5
2025-08-07,0.5
2025-08-08,5.0
2025-08-09,6.2
2025-08-10,12.3
2025-08-11,9.2
2025-08-12,16.2
2025-08-13,9.3
2025-08-14,1.9
2025-08-15,0.1
2025-08-16,2.1
2025-08-17,6.2
2025-08-18,3.9
2025-08-19,6.1
2025-08-20,14.8
2025-08-21,10.6
2025-08-22,1.7
2025-08-23,4.2
2025-08-24,4.8
2025-08-25,2.5
2025-08-26,0.9
2025-08-27,0.4
2025-08-28,0.6
2025-08-29,4.8
2025-08-30,6.0
2025-08-31,6.7
2025-09-01,13.6
2025-09-02,3.4
2025-09-03,0.2
2025-09-04,3.8
2025-09-05,5.0
2025-09-06,1.6
2025-09-07,3.8
2025-09-08,6.0
2025-09-09,3.5
2025-09-10,8.2
2025-09-11,4.8
2025-09-12,1.4
2025-09-13,9.7
2025-09-14,17.5
2025-09-15,25.1
2025-09-16,9.4
2025-09-17,17.1
2025-09-18,9.9
2025-09-19,7.2
2025-09-20,0.6
2025-09-21,0.3
2025-09-22,0.6
2025-09-23,1.0
2025-09-24,1.4
2025-09-25,0.0
2025-09-26,0.1
2025-09-27,5.3
2025-09-28,1.5
2025-09-29,3.5
2025-09-30,13.2
2025-10-01,0.0
2025-10-02,2.3
2025-10-03,4.1
2025-10-04,16.6
2025-10-05,2.0
2025-10-06,6.9
2025-10-07,8.5
2025-10-08,2.3
2025-10-09,0.2
2025-10-10,15.7
2025-10-11,2.9
2025-10-12,0.4
2025-10-13,3.2
2025-10-14,1.8
2025-10-15,0.5
2025-10-16,3.2
2025-10-17,0.6
2025-10-18,6.9
2025-10-19,0.6
2025-10-20,0.8
2025-10-21,1.7
2025-10-22,15.6
2025-10-23,3.9
2025-10-24,30.5
2025-10-25,17.5
2025-10-26,12.9
2025-10-27,14.5
2025-10-28,5.4
2025-10-29,6.8
2025-10-30,7.2
2025-10-31,17.2
2025-11-01,0.2
2025-11-02,8.6
2025-11-03,0.6
2025-11-04,8.6
2025-11-05,2.7
2025-11-06,40.0
2025-11-07,13.8
2025-11-08,0.0
2025-11-09,2.0
2025-11-10,0.6
2025-11-11,9.6
2025-11-12,6.7
2025-11-13,7.2
2025-11-14,1.3
2025-11-15,7.6
2025-11-16,0.9
2025-11-17,9.3
2025-11-18,9.0
2025-11-19,2.1
2025-11-20,18.0
2025-11-21,1.4
2025-11-22,6.8
2025-11-23,0.3
2025-11-24,5.1
2025-11-25,3.2
2025-11-26,8.3
2025-11-27,9.8
2025-11-28,15.8
2025-11-29,34.4
2025-11-30,9.9
2025-12-01,8.0
2025-12-02,0.8
2025-12-03,2.8
2025-12-04,2.4
2025-12-05,10.0
2025-12-06,3.3
2025-12-07,0.5
2025-12-08,2.9
2025-12-09,15.0
2025-12-10,1.6
2025-12-11,2.5
2025-12-12,8.9
2025-12-13,2.3
2025-12-14,5.1
2025-12-15,15.1
2025-12-16,12.5
2025-12-17,10.4
2025-12-18,16.3
2025-12-19,2.3
2025-12-20,6.8
2025-12-21,15.6
2025-12-22,4.9
2025-12-23,7.5
2025-12-24,8.0
2025-12-25,12.2
2025-12-26,8.3
2025-12-27,5.3
2025-12-28,9.1
2025-12-29,13.2
2025-12-30,6.3
2025-12-31,5.0
2026-01-01,7.3
2026-01-02,23.4
2026-01-03,2.8
2026-01-04,8.8
2026-01-05,12.2
2026-01-06,8.9
2026-01-07,13.7
2026-01-08,16.2
2026-01-09,0.9
2026-01-10,1.0
2026-01-11,0.9
2026-01-12,0.5
2026-01-13,0.6
2026-01-14,2.5
2026-01-15,0.4
2026-01-16,1.8
2026-01-17,7.2
2026-01-18,0.5
2026-01-19,2.0
2026-01-20,0.6
2026-01-21,0.0
2026-01-22,0.9
2026-01-23,4.9
2026-01-24,0.6
2026-01-25,3.4
2026-01-26,3.8
2026-01-27,2.7
2026-01-28,9.0
2026-01-29,24.1
2026-01-30,7.7
2026-01-31,0.5
2026-02-01,1.3
2026-02-02,2.2
2026-02-03,4.5
2026-02-04,13.7
2026-02-05,0.2
2026-02-06,1.8
2026-02-07,4.4
2026-02-08,0.3
2026-02-09,5.2
2026-02-10,14.9
2026-02-11,4.4
2026-02-12,8.8
2026-02-13,15.8
2026-02-14,27.5
2026-02-15,13.2
2026-02-16,3.5
2026-02-17,2.7
2026-02-18,1.2
2026-02-19,24.2
2026-02-20,20.5
2026-02-21,24.9
2026-02-22,17.9
2026-02-23,14.4
2026-02-24,11.6
2026-02-25,12.4
2026-02-26,2.6
2026-02-27,2.0
2026-02-28,1.5
2026-03-01,0.7
2026-03-02,0.1
2026-03-03,2.1
2026-03-04,1.4
2026-03-05,9.0
2026-03-06,1.4
2026-03-07,0.0
2026-03-08,0.0
2026-03-09,3.5
2026-03-10,14.7
2026-03-11,10.2
2026-03-12,3.4
2026-03-13,0.3
2026-03-14,1.2
2026-03-15,0.7
2026-03-16,0.3
2026-03-17,3.0
2026-03-18,1.0
2026-03-19,1.8
2026-03-20,0.3
2026-03-21,0.1
2026-03-22,0.0
2026-03-23,1.2
2026-03-24,1.2
2026-03-25,0.4
2026-03-26,2.2
2026-03-27,0.8
2026-03-28,2.2
2026-03-29,0.5
2026-03-30,2.7
2026-03-31,1.3
2026-04-01,2.7
2026-04-02,4.7
2026-04-03,3.7
2026-04-04,2.0
2026-04-05,3.5
2026-04-06,4.6
2026-04-07,9.7
2026-04-08,7.9
2026-04-09,1.0
2026-04-10,2.6
2026-04-11,2.3
2026-04-12,5.4
2026-04-13,1.1
2026-04-14,0.0
2026-04-15,0.0
2026-04-16,0.0
2026-04-17,0.0
2026-04-18,0.0
2026-04-19,0.7
2026-04-20,2.0
2026-04-21,0.5
2026-04-22,2.0
2026-04-23,5.1
2026-04-24,0.7
2026-04-25,2.1
2026-04-26,5.9
2026-04-27,4.4
2026-04-28,0.1
2026-04-29,0.2
2026-04-30,1.0
2026-05-01,1.1
2026-05-02,1.2
2026-05-03,0.6
2026-05-04,21.6
2026-05-05,0.5
2026-05-06,1.9
2026-05-07,0.5
2026-05-08,0.5
2026-05-09,5.6
2026-05-10,0.8
2026-05-11,1.3
2026-05-12,1.9
2026-05-13,1.3
2026-05-14,2.8
2026-05-15,5.5
2026-05-16,4.4
2026-05-17,25.5
2026-05-18,17.7
2026-05-19,1.2
2026-05-20,1.5
2026-05-21,1.8
2026-05-22,3.7
2026-05-23,9.1
2026-05-24,3.1
2026-05-25,4.4
2026-05-26,10.8
2026-05-27,8.6
2026-05-28,0.7
2026-05-29,22.4
2026-05-30,4.1
2026-05-31,0.4
2026-06-01,4.4
2026-06-02,8.2
2026-06-03,1.0
2026-06-04,0.2
2026-06-05,3.7
2026-06-06,1.0
