date,value
2023-06-30,4.6675
2023-07-03,4.6675
2023-07-04,4.652
2023-07-05,4.653
2023-07-06,4.662
2023-07-07,4.6695
2023-07-10,4.67
2023-07-11,4.6575
2023-07-12,4.651
2023-07-13,4.5859
2023-07-14,4.526
2023-07-17,4.5405
2023-07-18,4.5425
2023-07-19,4.5425
2023-07-20,4.543
2023-07-21,4.5615
2023-07-24,4.5725
2023-07-25,4.5625
2023-07-26,4.5495
2023-07-27,4.522
2023-07-28,4.5545
2023-07-31,4.509
2023-08-01,4.5185
2023-08-02,4.544
2023-08-03,4.555
2023-08-04,4.555
2023-08-07,4.559
2023-08-08,4.5825
2023-08-09,4.572
2023-08-10,4.571
2023-08-11,4.587
2023-08-14,4.617
2023-08-15,4.6357
2023-08-16,4.6295
2023-08-17,4.6525
2023-08-18,4.6475
2023-08-21,4.6485
2023-08-22,4.648
2023-08-23,4.6565
2023-08-24,4.645
2023-08-25,4.64
2023-08-28,4.6545
2023-08-29,4.6455
2023-08-30,4.64
2023-08-31,4.64
2023-09-01,4.6475
2023-09-04,4.655
2023-09-05,4.665
2023-09-06,4.674
2023-09-07,4.6785
2023-09-08,4.6765
2023-09-11,4.6745
2023-09-12,4.677
2023-09-13,4.68
2023-09-14,4.682
2023-09-15,4.684
2023-09-18,4.689
2023-09-19,4.696
2023-09-20,4.6855
2023-09-21,4.6915
2023-09-22,4.6875
2023-09-25,4.685
2023-09-26,4.69
2023-09-27,4.708
2023-09-28,4.708
2023-09-29,4.6952
2023-10-02,4.717
2023-10-03,4.7235
2023-10-04,4.731
2023-10-05,4.7275
2023-10-06,4.7135
2023-10-09,4.732
2023-10-10,4.73
2023-10-11,4.7185
2023-10-12,4.7125
2023-10-13,4.7285
2023-10-16,4.736
2023-10-17,4.736
2023-10-18,4.7445
2023-10-19,4.766
2023-10-20,4.7675
2023-10-23,4.7949
2023-10-24,4.785
2023-10-25,4.78
2023-10-26,4.7862
2023-10-27,4.7785
2023-10-30,4.7625
2023-10-31,4.7645
2023-11-01,4.771
2023-11-02,4.7515
2023-11-03,4.7295
2023-11-06,4.6365
2023-11-07,4.6715
2023-11-08,4.6835
2023-11-09,4.6925
2023-11-10,4.708
2023-11-13,4.708
2023-11-14,4.718
2023-11-15,4.6725
2023-11-16,4.6885
2023-11-17,4.68
2023-11-20,4.6675
2023-11-21,4.653
2023-11-22,4.678
2023-11-23,4.679
2023-11-24,4.6845
2023-11-27,4.681
2023-11-28,4.6715
2023-11-29,4.6523
2023-11-30,4.6595
2023-12-01,4.6735
2023-12-04,4.6575
2023-12-05,4.667
2023-12-06,4.6685
2023-12-07,4.674
2023-12-08,4.6645
2023-12-11,4.6825
2023-12-12,4.6845
2023-12-13,4.706
2023-12-14,4.6725
2023-12-15,4.6705
2023-12-18,4.694
2023-12-19,4.6815
2023-12-20,4.658
2023-12-21,4.6555
2023-12-22,4.632
2023-12-27,4.629
2023-12-28,4.608
2023-12-29,4.595
2024-01-02,4.6025
2024-01-03,4.631
2024-01-04,4.6345
2024-01-05,4.654
2024-01-08,4.651
2024-01-09,4.6435
2024-01-10,4.6415
2024-01-11,4.646
2024-01-12,4.6475
2024-01-15,4.6695
2024-01-16,4.692
2024-01-17,4.7175
2024-01-18,4.718
2024-01-19,4.7175
2024-01-22,4.7265
2024-01-23,4.727
2024-01-24,4.7315
2024-01-25,4.7315
2024-01-26,4.7275
2024-01-29,4.734
2024-01-30,4.7275
2024-01-31,4.73
2024-02-01,4.73
2024-02-02,4.7167
2024-02-05,4.7505
2024-02-06,4.7655
2024-02-07,4.761
2024-02-08,4.7695
2024-02-09,4.765
2024-02-12,4.766
2024-02-13,4.766
2024-02-14,4.7859
2024-02-15,4.7811
2024-02-16,4.7805
2024-02-19,4.787
2024-02-20,4.7975
2024-02-21,4.794
2024-02-22,4.7765
2024-02-23,4.7775
2024-02-26,4.777
2024-02-27,4.762
2024-02-28,4.771
2024-02-29,4.7455
2024-03-01,4.746
2024-03-04,4.7235
2024-03-05,4.735
2024-03-06,4.732
2024-03-07,4.7055
2024-03-08,4.685
2024-03-11,4.684
2024-03-12,4.6775
2024-03-13,4.688
2024-03-14,4.686
2024-03-15,4.7045
2024-03-18,4.7185
2024-03-19,4.733
2024-03-20,4.738
2024-03-21,4.7148
2024-03-22,4.7375
2024-03-25,4.725
2024-03-26,4.72
2024-03-27,4.733
2024-03-28,4.733
2024-04-02,4.7545
2024-04-03,4.755
2024-04-04,4.7395
2024-04-05,4.747
2024-04-08,4.7515
2024-04-09,4.7475
2024-04-10,4.7475
2024-04-11,4.7475
2024-04-12,4.77
2024-04-15,4.779
2024-04-16,4.792
2024-04-17,4.7915
2024-04-18,4.7835
2024-04-19,4.7835
2024-04-22,4.778
2024-04-23,4.78
2024-04-24,4.778
2024-04-25,4.7775
2024-04-26,4.7675
2024-04-29,4.7675
2024-04-30,4.7705
2024-05-02,4.7545
2024-05-03,4.74
2024-05-06,4.739
2024-05-07,4.738
2024-05-08,4.7425
2024-05-09,4.7408
2024-05-10,4.739
2024-05-13,4.732
2024-05-14,4.7195
2024-05-15,4.707
2024-05-16,4.683
2024-05-17,4.6875
2024-05-20,4.685
2024-05-21,4.6925
2024-05-22,4.6925
2024-05-23,4.7045
2024-05-24,4.7115
2024-05-27,4.697
2024-05-28,4.6937
2024-05-29,4.7035
2024-05-30,4.704
2024-05-31,4.707
2024-06-03,4.707
2024-06-04,4.702
2024-06-05,4.698
2024-06-06,4.694
2024-06-07,4.691
2024-06-10,4.721
2024-06-11,4.7195
2024-06-12,4.7175
2024-06-13,4.7075
2024-06-14,4.7195
2024-06-17,4.7195
2024-06-18,4.714
2024-06-19,4.7065
2024-06-20,4.7105
2024-06-21,4.713
2024-06-24,4.7115
2024-06-25,4.7045
2024-06-26,4.717
2024-06-27,4.7195
2024-06-28,4.7175
2024-07-01,4.713
2024-07-02,4.719
2024-07-03,4.7205
2024-07-04,4.7095
2024-07-05,4.709
2024-07-08,4.709
2024-07-09,4.7075
2024-07-10,4.7005
2024-07-11,4.6875
2024-07-12,4.6695
2024-07-15,4.6715
2024-07-16,4.676
2024-07-17,4.6635
2024-07-18,4.6675
2024-07-19,4.6875
2024-07-22,4.6805
2024-07-23,4.672
2024-07-24,4.6725
2024-07-25,4.663
2024-07-26,4.6575
2024-07-29,4.639
2024-07-30,4.6225
2024-07-31,4.5945
2024-08-01,4.569
2024-08-02,4.4975
2024-08-05,4.425
2024-08-06,4.474
2024-08-07,4.4965
2024-08-08,4.475
2024-08-09,4.4225
2024-08-12,4.456
2024-08-13,4.4505
2024-08-14,4.42
2024-08-15,4.435
2024-08-16,4.4315
2024-08-19,4.3815
2024-08-20,4.3775
2024-08-21,4.38
2024-08-22,4.378
2024-08-23,4.375
2024-08-26,4.3475
2024-08-27,4.3475
2024-08-28,4.343
2024-08-29,4.311
2024-08-30,4.3205
2024-09-02,4.355
2024-09-03,4.3675
2024-09-04,4.353
2024-09-05,4.3377
2024-09-06,4.3305
2024-09-09,4.3715
2024-09-10,4.3425
2024-09-11,4.33
2024-09-12,4.3342
2024-09-13,4.3015
2024-09-16,4.3015
2024-09-17,4.259
2024-09-18,4.244
2024-09-19,4.21
2024-09-20,4.205
2024-09-23,4.203
2024-09-24,4.154
2024-09-25,4.131
2024-09-26,4.145
2024-09-27,4.125
2024-09-30,4.1235
2024-10-01,4.1645
2024-10-02,4.1735
2024-10-03,4.2215
2024-10-04,4.22
2024-10-07,4.283
2024-10-08,4.2865
2024-10-09,4.2825
2024-10-10,4.2915
2024-10-11,4.2875
2024-10-14,4.295
2024-10-15,4.3095
2024-10-16,4.295
2024-10-17,4.31
2024-10-18,4.3045
2024-10-21,4.307
2024-10-22,4.328
2024-10-23,4.35
2024-10-24,4.348
2024-10-25,4.344
2024-10-28,4.361
2024-10-29,4.3783
2024-10-30,4.379
2024-10-31,4.379
2024-11-01,4.3785
2024-11-04,4.3725
2024-11-05,4.3455
2024-11-06,4.4035
2024-11-07,4.4035
2024-11-08,4.3825
2024-11-11,4.41
2024-11-12,4.44
2024-11-13,4.448
2024-11-14,4.4805
2024-11-15,4.4705
2024-11-18,4.4805
2024-11-19,4.473
2024-11-20,4.4715
2024-11-21,4.465
2024-11-22,4.4675
2024-11-25,4.452
2024-11-26,4.4575
2024-11-27,4.4425
2024-11-28,4.447
2024-11-29,4.445
2024-12-02,4.459
2024-12-03,4.47
2024-12-04,4.4525
2024-12-05,4.4275
2024-12-06,4.4195
2024-12-09,4.425
2024-12-10,4.428
2024-12-11,4.433
2024-12-12,4.437
2024-12-13,4.45
2024-12-16,4.4525
2024-12-17,4.4665
2024-12-18,4.47
2024-12-19,4.5055
2024-12-20,4.508
2024-12-23,4.49
2024-12-24,4.487
2024-12-27,4.4715
2024-12-30,4.465
2024-12-31,4.4715
2025-01-02,4.4785
2025-01-03,4.5
2025-01-06,4.511
2025-01-07,4.4875
2025-01-08,4.5025
2025-01-09,4.503
2025-01-10,4.4965
2025-01-13,4.51
2025-01-14,4.505
2025-01-15,4.499
2025-01-16,4.5025
2025-01-17,4.506
2025-01-20,4.493
2025-01-21,4.4755
2025-01-22,4.4365
2025-01-23,4.444
2025-01-24,4.3775
2025-01-27,4.3785
2025-01-28,4.393
2025-01-29,4.393
2025-01-30,4.393
2025-01-31,4.455
2025-02-03,4.475
2025-02-04,4.444
2025-02-05,4.4225
2025-02-06,4.435
2025-02-07,4.44
2025-02-10,4.47
2025-02-11,4.47
2025-02-12,4.47
2025-02-13,4.455
2025-02-14,4.435
2025-02-17,4.434
2025-02-18,4.4455
2025-02-19,4.4415
2025-02-20,4.43
2025-02-21,4.4185
2025-02-24,4.4105
2025-02-25,4.425
2025-02-26,4.429
2025-02-27,4.4445
2025-02-28,4.4625
2025-03-03,4.466
2025-03-04,4.4665
2025-03-05,4.4295
2025-03-06,4.4275
2025-03-07,4.415
2025-03-10,4.4235
2025-03-11,4.413
2025-03-12,4.4305
2025-03-13,4.438
2025-03-14,4.4465
2025-03-17,4.445
2025-03-18,4.445
2025-03-19,4.436
2025-03-20,4.426
2025-03-21,4.421
2025-03-24,4.434
2025-03-25,4.436
2025-03-26,4.4295
2025-03-27,4.4315
2025-03-28,4.4375
2025-03-31,4.4375
2025-04-01,4.4375
2025-04-02,4.454
2025-04-03,4.442
2025-04-04,4.437
2025-04-07,4.48
2025-04-08,4.491
2025-04-09,4.496
2025-04-10,4.468
2025-04-11,4.4225
2025-04-14,4.415
2025-04-15,4.4184
2025-04-16,4.4105
2025-04-17,4.4075
2025-04-22,4.3915
2025-04-23,4.391
2025-04-24,4.373
2025-04-25,4.374
2025-04-28,4.363
2025-04-29,4.3275
2025-04-30,4.315
2025-05-02,4.2615
2025-05-05,4.2
2025-05-06,4.2325
2025-05-07,4.239
2025-05-08,4.281
2025-05-09,4.297
2025-05-12,4.297
2025-05-13,4.3225
2025-05-14,4.29
2025-05-15,4.283
2025-05-16,4.2965
2025-05-19,4.291
2025-05-20,4.299
2025-05-21,4.27
2025-05-22,4.275
2025-05-23,4.231
2025-05-26,4.219
2025-05-27,4.239
2025-05-28,4.225
2025-05-29,4.244
2025-05-30,4.2565
2025-06-02,4.2565
2025-06-03,4.245
2025-06-04,4.247
2025-06-05,4.23
2025-06-06,4.2305
2025-06-09,4.232
2025-06-10,4.2355
2025-06-11,4.2375
2025-06-12,4.221
2025-06-13,4.2455
2025-06-16,4.2405
2025-06-17,4.2455
2025-06-18,4.2505
2025-06-19,4.26
2025-06-20,4.2525
2025-06-23,4.295
2025-06-24,4.244
2025-06-25,4.2385
2025-06-26,4.229
2025-06-27,4.229
2025-06-30,4.212
2025-07-01,4.1975
2025-07-02,4.229
2025-07-03,4.223
2025-07-04,4.221
2025-07-07,4.235
2025-07-08,4.241
2025-07-09,4.2505
2025-07-10,4.2475
2025-07-11,4.2525
2025-07-14,4.2525
2025-07-15,4.242
2025-07-16,4.245
2025-07-17,4.2465
2025-07-18,4.2425
2025-07-21,4.2355
2025-07-22,4.2315
2025-07-23,4.2275
2025-07-24,4.2155
2025-07-25,4.2215
2025-07-28,4.231
2025-07-29,4.2345
2025-07-30,4.24
2025-07-31,4.265
2025-08-01,4.2775
2025-08-04,4.2375
2025-08-05,4.2275
2025-08-06,4.23
2025-08-07,4.234
2025-08-08,4.24
2025-08-11,4.2335
2025-08-12,4.231
2025-08-13,4.2075
2025-08-14,4.2125
2025-08-15,4.213
2025-08-18,4.2225
2025-08-19,4.2235
2025-08-20,4.226
2025-08-21,4.2245
2025-08-22,4.2275
2025-08-25,4.2075
2025-08-26,4.2155
2025-08-27,4.235
2025-08-28,4.217
2025-08-29,4.225
2025-09-01,4.225
2025-09-02,4.23
2025-09-03,4.2275
2025-09-04,4.225
2025-09-05,4.225
2025-09-08,4.2175
2025-09-09,4.206
2025-09-10,4.215
2025-09-11,4.222
2025-09-12,4.205
2025-09-15,4.205
2025-09-16,4.205
2025-09-17,4.1885
2025-09-18,4.196
2025-09-19,4.207
2025-09-22,4.2025
2025-09-23,4.1985
2025-09-24,4.21
2025-09-25,4.2105
2025-09-26,4.2215
2025-09-29,4.215
2025-09-30,4.2085
2025-10-01,4.2075
2025-10-02,4.2055
2025-10-03,4.208
2025-10-06,4.215
2025-10-07,4.2145
2025-10-08,4.2178
2025-10-09,4.216
2025-10-10,4.225
2025-10-13,4.2277
2025-10-14,4.23
2025-10-15,4.232
2025-10-16,4.2275
2025-10-17,4.226
2025-10-20,4.226
2025-10-21,4.229
2025-10-22,4.2127
2025-10-23,4.229
2025-10-24,4.223
2025-10-27,4.21
2025-10-28,4.1975
2025-10-29,4.1885
2025-10-30,4.2
2025-10-31,4.188
2025-11-03,4.1995
2025-11-04,4.1975
2025-11-05,4.1915
2025-11-06,4.183
2025-11-07,4.176
2025-11-10,4.16
2025-11-11,4.139
2025-11-12,4.1365
2025-11-13,4.129
2025-11-14,4.1325
2025-11-17,4.15
2025-11-18,4.164
2025-11-19,4.15
2025-11-20,4.1565
2025-11-21,4.149
2025-11-24,4.1329
2025-11-25,4.1345
2025-11-26,4.136
2025-11-27,4.132
2025-11-28,4.1325
2025-12-01,4.131
2025-12-02,4.1325
2025-12-03,4.123
2025-12-04,4.112
2025-12-05,4.111
2025-12-08,4.113
2025-12-09,4.115
2025-12-10,4.118
2025-12-11,4.11
2025-12-12,4.1005
2025-12-15,4.0925
2025-12-16,4.0855
2025-12-17,4.0885
2025-12-18,4.086
2025-12-19,4.077
2025-12-22,4.078
2025-12-23,4.064
2025-12-24,4.045
2025-12-29,4.06
2025-12-30,4.047
2025-12-31,4.058
2026-01-02,4.054
2026-01-05,4.0725
2026-01-06,4.047
2026-01-07,4.058
2026-01-08,4.0625
2026-01-09,4.0735
2026-01-12,4.0625
2026-01-13,4.0575
2026-01-14,4.048
2026-01-15,4.0563
2026-01-16,4.0575
2026-01-19,4.055
2026-01-20,4.0545
2026-01-21,4.047
2026-01-22,4.04
2026-01-23,4.0055
2026-01-26,3.9655
2026-01-27,3.9525
2026-01-28,3.919
2026-01-29,3.9275
2026-01-30,3.947
2026-02-02,3.942
2026-02-03,3.9325
2026-02-04,3.932
2026-02-05,3.947
2026-02-06,3.9475
2026-02-09,3.9345
2026-02-10,3.9235
2026-02-11,3.915
2026-02-12,3.9025
2026-02-13,3.9075
2026-02-16,3.9
2026-02-17,3.9
2026-02-18,3.9
2026-02-19,3.9085
2026-02-20,3.903
2026-02-23,3.891
2026-02-24,3.894
2026-02-25,3.891
2026-02-26,3.886
2026-02-27,3.891
2026-03-02,3.927
2026-03-03,3.946
2026-03-04,3.9415
2026-03-05,3.943
2026-03-06,3.946
2026-03-09,3.963
2026-03-10,3.925
2026-03-11,3.9165
2026-03-12,3.927
2026-03-13,3.9385
2026-03-16,3.9305
2026-03-17,3.918
2026-03-18,3.9165
2026-03-19,3.9393
2026-03-20,3.9395
2026-03-23,3.9395
2026-03-24,3.9565
2026-03-25,3.965
2026-03-26,3.994
2026-03-27,4.013
2026-03-30,4.028
2026-03-31,4.049
2026-04-01,4.027
2026-04-02,4.039
2026-04-07,4.031
2026-04-08,3.976
2026-04-09,3.983
2026-04-10,3.965
2026-04-13,3.975
2026-04-14,3.951
2026-04-15,3.955
2026-04-16,3.954
2026-04-17,3.9525
2026-04-20,3.9525
2026-04-21,3.951
2026-04-22,3.9525
2026-04-23,3.9635
2026-04-24,3.965
2026-04-27,3.9525
2026-04-28,3.952
2026-04-29,3.9525
2026-04-30,3.97
2026-05-04,3.953
2026-05-05,3.9625
2026-05-06,3.925
2026-05-07,3.91
2026-05-08,3.921
2026-05-11,3.9225
2026-05-12,3.934
2026-05-13,3.9305
2026-05-14,3.9315
2026-05-15,3.951
2026-05-18,3.977
2026-05-19,3.9775
2026-05-20,3.97
2026-05-21,3.9625
2026-05-22,3.968
2026-05-25,3.9525
2026-05-26,3.965
2026-05-27,3.965
2026-05-28,3.978
2026-05-29,3.965
2026-06-01,3.965
2026-06-02,3.965
2026-06-03,3.9945
2026-06-04,4.013
2026-06-05,4.028
2026-06-08,4.0735
2026-06-09,4.061
2026-06-10,4.07
